Title,Description,Instructor,Rating,Price,Details,Page
"IT Help Desk and Technical Support - WITH REAL EXAMPLES!
Master Essential IT Support Skills with Real-World Scenarios. Your Step-by-Step Guide to Launching a Career in IT.",Master Essential IT Support Skills with Real-World Scenarios. Your Step-by-Step Guide to Launching a Career in IT.,Dan Mill,"Rating: 4.4 out of 5
4.4
(120)","Current price
$19.99","4.5 total hours
60 lectures
Beginner",128
"Practice Exam MS-900 Microsoft 365 Fundamentals
Get Certified in Microsoft 365 Fundamentals (MS-900)— Build Skills, Boost Your Career, and Pass with Confidence.","Get Certified in Microsoft 365 Fundamentals (MS-900)— Build Skills, Boost Your Career, and Pass with Confidence.",Bee Exam,"Rating: 4.0 out of 5
4.0
(120)","Current price
$39.99","324 questions
Beginner",128
"*NEW* CompTIA Network+ (N10-009) 4 Practice Exams
Network+ N10-009 Practice exams",Network+ N10-009 Practice exams,Dean Cyber,"Rating: 4.5 out of 5
4.5
(120)","Current price
$19.99","360 questions
Beginner",128
"6 Practice Exams | Microsoft Azure Fundamentals - AZ-900
Prepare for Microsoft Azure Fundamentals exam | New Microsoft Azure Fundamentals practice tests | practice exams",Prepare for Microsoft Azure Fundamentals exam | New Microsoft Azure Fundamentals practice tests | practice exams,Odoben | Practice Exams | AWS Certified Cloud Practitioner | AWS Certified AI Practitioner | Microsoft Azure Fundamentals,"Rating: 4.2 out of 5
4.2
(120)","Current price
$19.99","330 questions
All Levels",128
"Oracle Solaris 11 System Administration - Exam 1Z0-821
Complete review course covering all exam objectives for the 1Z0-821 exam as well as Solaris 11.1 updates.",Complete review course covering all exam objectives for the 1Z0-821 exam as well as Solaris 11.1 updates.,VTC Software Training,"Rating: 3.9 out of 5
3.9
(119)","Current price
$29.99","8 total hours
92 lectures
All Levels",128
"Blue Prism APD01 Professional Developer Practice Exams
Blue Prism APD01 Certified Developer - Latest Questions & Answers with Study Materials",Blue Prism APD01 Certified Developer - Latest Questions & Answers with Study Materials,Travis Dahlheimer | Professional Blue Prism Developer,"Rating: 4.6 out of 5
4.6
(119)","Current price
$39.99","150 questions
All Levels",128
"CompTIA IT Fundamentals (ITF+) : 6 Practice Tests Part [1/2]
Master CompTIA IT Fundamentals (ITF+) FC0-U61: Practice Tests Part [1/2] for Success",Master CompTIA IT Fundamentals (ITF+) FC0-U61: Practice Tests Part [1/2] for Success,IT Certification Master,"Rating: 4.0 out of 5
4.0
(119)","Current price
$44.99","450 questions
Beginner",128
"AWS Certified AI Practitioner: Exam Prep & AI Foundations
Theoretical Foundations of AI and Exam Prep for the AWS Certified AI Practitioner Certification (AIF-C01)",Theoretical Foundations of AI and Exam Prep for the AWS Certified AI Practitioner Certification (AIF-C01),YouAccel Training,"Rating: 4.6 out of 5
4.6
(120)","Current price
$34.99","28 total hours
239 lectures
All Levels",128
"Scrum Master 1 Certification 320 Questions with Explanation
New exam preparation for PSM 1. Pass in the first try. 4 Practice Tests for PSM I. 320 Questions with Explanation",New exam preparation for PSM 1. Pass in the first try. 4 Practice Tests for PSM I. 320 Questions with Explanation,AGILE INSTRUCTORS,"Rating: 4.3 out of 5
4.3
(119)","Current price
$34.99","320 questions
All Levels",128
"Certified Kubernetes Security Specialist (CKS)
Theoretical Course Videos - Learn Kubernetes Security",Theoretical Course Videos - Learn Kubernetes Security,Lawrence Manickam,"Rating: 3.5 out of 5
3.5
(118)","Current price
$19.99","3 total hours
34 lectures
Expert",128
"C# .NET Database and XML Applications
Implementing Real-World Examples",Implementing Real-World Examples,Rick Phillips,"Rating: 4.4 out of 5
4.4
(118)","Current price
$54.99","4 total hours
15 lectures
Intermediate",128
"GH-300: Github Copilot – Complete Exam Preparation Guide
Master GitHub Copilot for GH-300 Certification: Prompt Engineering, AI Coding and Testing from Beginner to Pro","Master GitHub Copilot for GH-300 Certification: Prompt Engineering, AI Coding and Testing from Beginner to Pro","Anton Voroniuk, Dmytro Vasyliev, Anton Voroniuk Support","Rating: 4.3 out of 5
4.3
(118)","Current price
$24.99","8.5 total hours
98 lectures
All Levels",128
"[NEW!] AWS Certified Solutions Architect Associate (SAA-C03)
By Architect @ AWS | Fully Updated 2026| 100% Exam Coverage | 50+ Labs | 30+ Demo | 200+ Questions | Full Practice Test",By Architect @ AWS | Fully Updated 2026| 100% Exam Coverage | 50+ Labs | 30+ Demo | 200+ Questions | Full Practice Test,Chetan Agrawal | Ex. Senior Solutions Architect at AWS,"Rating: 4.8 out of 5
4.8
(119)","Current price
$24.99","35 total hours
460 lectures
Intermediate",128
"Data Mining - Unsupervised Learning
Data Mining - Unsupervised Learning",Data Mining - Unsupervised Learning,AISPRY TUTOR,"Rating: 4.2 out of 5
4.2
(118)","Current price
$19.99","10.5 total hours
57 lectures
All Levels",129
"Salesforce Marketing Cloud Email Specialist Practice Exams
(SFMC) Salesforce Marketing Cloud Email Specialist Certification Practice Tests, Questions & Answers","(SFMC) Salesforce Marketing Cloud Email Specialist Certification Practice Tests, Questions & Answers",Manish Thaduri,"Rating: 4.2 out of 5
4.2
(119)","Current price
$44.99","120 questions
All Levels",129
"C_BCBAI_2509 - Positioning SAP Business AI Solutions QAs NEW
Positioning SAP Business AI Solutions as part of SAP Business Suite (C_BCBAI_2509); Certification Exam Q&A's Prep 2026..",Positioning SAP Business AI Solutions as part of SAP Business Suite (C_BCBAI_2509); Certification Exam Q&A's Prep 2026..,Genuine QA,"Rating: 4.4 out of 5
4.4
(118)","Current price
$19.99","81 questions
All Levels",129
"ServiceNow Certified Application Developer | CAD | 2026
CAD real exam based questions for practice plus FREE Zurich Delta practice questions",CAD real exam based questions for practice plus FREE Zurich Delta practice questions,Servicenow Space,"Rating: 4.1 out of 5
4.1
(117)","Current price
$39.99","162 questions
Intermediate",129
"ISC2 CC Certified in Cybersecurity Exam 1500 Questions
Prepare your ISC2 certified in cybersecurity cc exam high quality test to discover the cyber security questions",Prepare your ISC2 certified in cybersecurity cc exam high quality test to discover the cyber security questions,"SuperDeal | ISC2 CC, CISSP, Comptia Security+ SY0-701, Cyber Security, DEA-C01, AWS SAP-C02, SAA-C03, Amazon","Rating: 4.4 out of 5
4.4
(117)","Current price
$39.99","1500 questions
Beginner",129
"AKYLADE Certified Cyber Resilience Fundamentals (A/CCRF)
Pass the AKYLADE Certified Cyber Resilience Fundamentals (CRF-002) exam on your 1st attempt, includes a practice exam!","Pass the AKYLADE Certified Cyber Resilience Fundamentals (CRF-002) exam on your 1st attempt, includes a practice exam!","Jason Dion • 2.8 Million+ Enrollments Worldwide, Dion Training Solutions • ATO for ITIL & PRINCE2, Dion Training Solutions • ATO for ITIL & PRINCE2, Reed Bidgood, Dion Training Solutions, Jason Dion • 2.8 Million+ Enrollments Worldwide","Rating: 4.7 out of 5
4.7
(117)","Current price
$54.99","7 total hours
88 lectures
Intermediate",129
"AZ-204 Developing Solutions for Microsoft Azure Exam Prep
A fully organized course that will help you ace the AZ 204 Developing Solutions for Microsoft Azure exam, UPDATED 2022","A fully organized course that will help you ace the AZ 204 Developing Solutions for Microsoft Azure exam, UPDATED 2022",Hilal Hakla,"Rating: 4.5 out of 5
4.5
(117)","Current price
$59.99","9 total hours
81 lectures
Intermediate",129
"2026 Spring Certification Professional Exams - 970 questions
Access 970 real exam questions with high-quality explanations. Pass the Spring Certification easily and grow your career",Access 970 real exam questions with high-quality explanations. Pass the Spring Certification easily and grow your career,Michał Krysiuk,"Rating: 3.9 out of 5
3.9
(116)","Current price
$39.99","928 questions
All Levels",129
"Data Warehousing with Azure Synapse Analytics : Hands on Lab
Azure Synapse Analytics , cloud based MPP service. Ideal for DP-203","Azure Synapse Analytics , cloud based MPP service. Ideal for DP-203",Amit Navgire,"Rating: 4.1 out of 5
4.1
(116)","Current price
$49.99","3 total hours
15 lectures
Beginner",129
"Juniper JNCIP BGP
Juniper JNCIP BGP Taught Efficient, Quick, Painless, & Easy To Understand - Unlike The Other Guys","Juniper JNCIP BGP Taught Efficient, Quick, Painless, & Easy To Understand - Unlike The Other Guys",Sam Fitzgerald,"Rating: 4.1 out of 5
4.1
(116)","Current price
$19.99","1.5 total hours
23 lectures
Beginner",129
"AI-900 Practice Tests March 2026 MS Azure AI Fundamentals
The ONLY practice test you’ll need in 2026 to pass AI-900. Updated to the latest Azure AI Fundamentals curriculum",The ONLY practice test you’ll need in 2026 to pass AI-900. Updated to the latest Azure AI Fundamentals curriculum,Joel Palmer - Microsoft Solution Architect - Technical Expert - PMP,"Rating: 4.4 out of 5
4.4
(116)","Current price
$24.99","354 questions
All Levels",129
"Learn Hyperledger Fabric & Chaincode development using Java
Hyperledger Fabric fundamentals & Develop, Deploy and Run Java Chaincode on Hyperledger Fabric 2.x network","Hyperledger Fabric fundamentals & Develop, Deploy and Run Java Chaincode on Hyperledger Fabric 2.x network",Vivek Garg,"Rating: 4.0 out of 5
4.0
(116)","Current price
$39.99","5.5 total hours
39 lectures
Beginner",129
"Network Administration & Cloud Network Engineer Fundamentals
Exam MCQs + A beginner-friendly overview of network and cloud engineering concepts—no setup, labs, or configs required..","Exam MCQs + A beginner-friendly overview of network and cloud engineering concepts—no setup, labs, or configs required..",Mana Dowlatshahi Yeganeh,"Rating: 4.0 out of 5
4.0
(116)","Current price
$19.99","127 total hours
153 lectures
All Levels",129
"Oracle Database SQL Certified Associate 1Z0-071
Prepare for Oracle Database SQL 1z0-071 with challenging practice questions.",Prepare for Oracle Database SQL 1z0-071 with challenging practice questions.,Nirmal S,"Rating: 4.8 out of 5
4.8
(116)","Current price
$19.99","40 questions
All Levels",129
"Become A Certified Node JS Developer: Practice Tests
The Complete Node JS Developer Course Exam",The Complete Node JS Developer Course Exam,MOHNAS LTD,"Rating: 4.1 out of 5
4.1
(115)","Current price
$19.99","60 questions
All Levels",129
"[NEW] Google Cloud Digital Leader Certification Course -GCP
Google Cloud for Beginners. Prepare for Cloud Digital Leader Exam with Latest Course. Practice Questions included",Google Cloud for Beginners. Prepare for Cloud Digital Leader Exam with Latest Course. Practice Questions included,Deepak Goyal,"Rating: 4.4 out of 5
4.4
(115)","Current price
$39.99","4 total hours
58 lectures
All Levels",129
"5 Practice Exams | COF-C02/3 Snowflake Core Certification
Prepare for your Snowflake Core COF-C02/3 exam with 500 unique practice test questions and in-depth explanations!",Prepare for your Snowflake Core COF-C02/3 exam with 500 unique practice test questions and in-depth explanations!,Tom Bailey,"Rating: 4.5 out of 5
4.5
(115)","Current price
$19.99","500 questions
Beginner",130
"Microsoft 70-463 Implementing a Data Warehouse with SQL...
Implementing Data Warehouse with SQL Server 2012",Implementing Data Warehouse with SQL Server 2012,Stone River eLearning,"Rating: 4.1 out of 5
4.1
(115)","Current price
$19.99","4.5 total hours
100 lectures
All Levels",130
"Google Associate Cloud Engineer (GCP ACE) [Exams 2026]
[UPDATED] Ace the Google Associate Cloud Engineer Exams - Boost Your Skills and Launch Your Career in Cloud Engineering!",[UPDATED] Ace the Google Associate Cloud Engineer Exams - Boost Your Skills and Launch Your Career in Cloud Engineering!,Paweł Krakowiak,"Rating: 4.3 out of 5
4.3
(115)","Current price
$39.99","300 questions
All Levels",130
"MB330: D365 F&O: Advance warehouse management Part1/2
Dynamics 365, Dynamics 365 Supply chain management, AWMS, MB-330","Dynamics 365, Dynamics 365 Supply chain management, AWMS, MB-330",D365 Studio | 12000+ Students,"Rating: 4.4 out of 5
4.4
(115)","Current price
$19.99","6 total hours
28 lectures
Beginner",130
"Cisco Wireless Fundamentals With WLC For CCNA 200-301 CWNA
The Only Course You Need To Learn Cisco Wireless Fundamentals Theory WLC Labs For New CCNA 200-301 and New CWNA CWNA-108",The Only Course You Need To Learn Cisco Wireless Fundamentals Theory WLC Labs For New CCNA 200-301 and New CWNA CWNA-108,Veyhurdam Dikmen,"Rating: 4.2 out of 5
4.2
(115)","Current price
$64.99","6 total hours
66 lectures
All Levels",130
"TOTAL: CISSP Practice Test Course 1 of 3 525 Q's
3 exams, 526 total questions. Practice for your Certified Info Systems Security Professional (CISSP) exam.","3 exams, 526 total questions. Practice for your Certified Info Systems Security Professional (CISSP) exam.",Total Seminars Over 1 Million Enrollments,"Rating: 3.9 out of 5
3.9
(115)","Current price
$22.99","525 questions
All Levels",130
"Microsoft Azure App Services – 15+ Practice Tests
Learn to host, manage, configure, and scale web apps using Microsoft Azure App Services","Learn to host, manage, configure, and scale web apps using Microsoft Azure App Services",Sandeep Soni,"Rating: 3.6 out of 5
3.6
(114)","Current price
$19.99","6 total hours
19 lectures
Beginner",130
"AWS Certified Cloud Practitioner: Real Practice Exams 2021
AWS Certified Cloud Practitioner Practice Exams | Real Practice Tests | High Quality Test Questions | Detail Explanation",AWS Certified Cloud Practitioner Practice Exams | Real Practice Tests | High Quality Test Questions | Detail Explanation,Saad Shaukat | AWS Certified Practice Exams Author,"Rating: 4.3 out of 5
4.3
(114)","Current price
$19.99","338 questions
All Levels",130
"Google Certified Associate Cloud Engineer Practice Tests
300 Questions: Pass in 1st Attempt",300 Questions: Pass in 1st Attempt,Dhananjay Singh,"Rating: 3.6 out of 5
3.6
(114)","Current price
$19.99","300 questions
All Levels",130
"NEW Microsoft Azure Administrator Exam AZ-104
Pass your Microsoft Azure Administrator Exam AZ-104 exam on first attempt. Complete questions, testlet and solutions.","Pass your Microsoft Azure Administrator Exam AZ-104 exam on first attempt. Complete questions, testlet and solutions.","Ultimate Practice Exams, Syed Raza","Rating: 4.0 out of 5
4.0
(114)","Current price
$39.99","120 questions
All Levels",130
